"bp","jeita_cave","z_score_jeita_cave","jerusalem_west_cave","z_score_jerusalem_west_cave","lake_hula","z_score_lake_hula","soreq_cave","z_score_soreq_cave"
4850,NA,NA,NA,NA,NA,NA,-5.9,-1.56120065842007
4854,-5.29,0.358049851997096,NA,NA,NA,NA,NA,NA
4858,-5.41,0.119623147930774,NA,NA,NA,NA,NA,NA
4862,-5.18,0.576607664057891,NA,NA,NA,NA,NA,NA
4866,-5.28,0.377918744002622,NA,NA,NA,NA,NA,NA
4870,-5.32,0.298443175980515,NA,NA,NA,NA,-5.89,-1.55149990198535
4875,-5.06,0.815034368124213,NA,NA,NA,NA,NA,NA
4879,-5.05,0.83490326012974,NA,NA,NA,NA,NA,NA
4880,NA,NA,NA,NA,NA,NA,-5.87,-1.5320983891159
4883,-5.01,0.914378828151847,NA,NA,NA,NA,NA,NA
4887,-5.14,0.656083232079999,NA,NA,NA,NA,NA,NA
4890,NA,NA,NA,NA,NA,NA,-5.83,-1.49329536337701
4892,-5.09,0.755427692107632,NA,NA,NA,NA,NA,NA
4896,-4.88,1.1726744242237,NA,NA,NA,NA,NA,NA
4900,-4.97,0.993854396173954,NA,NA,NA,NA,-5.5,-1.17317040103116
4904,-5.06,0.815034368124213,NA,NA,NA,NA,NA,NA
4909,-5.07,0.795165476118685,NA,NA,NA,NA,NA,NA
4910,NA,NA,NA,NA,NA,NA,-5.19,-0.87244695155476
4913,-5.03,0.874641044140792,NA,NA,NA,NA,NA,NA
4917,-4.83,1.27201888425133,NA,NA,NA,NA,NA,NA
4921,-5,0.934247720157373,NA,NA,NA,NA,NA,NA
4925,-5.07,0.795165476118685,NA,NA,NA,NA,-5.25,-0.930651490163096
4930,-5.03,0.874641044140792,NA,NA,NA,NA,NA,NA
4934,-5.06,0.815034368124213,NA,NA,NA,NA,NA,NA
4938,-4.95,1.03359218018501,NA,NA,NA,NA,NA,NA
4940,NA,NA,NA,NA,NA,NA,-5.36,-1.03735981094505
4942,-4.91,1.11306774820711,NA,NA,NA,NA,NA,NA
4947,-4.94,1.05346107219053,NA,NA,NA,NA,NA,NA
4951,-5.1,0.735558800102106,NA,NA,NA,NA,NA,NA
4955,-4.89,1.15280553221817,NA,NA,NA,NA,-5.35,-1.02765905451032
4959,-4.93,1.07332996419606,NA,NA,NA,NA,NA,NA
4964,-4.77,1.39123223628449,NA,NA,NA,NA,NA,NA
4968,-4.95,1.03359218018501,NA,NA,NA,NA,NA,NA
4970,NA,NA,NA,NA,NA,NA,-5.77,-1.43509082476867
4972,-4.87,1.19254331622922,NA,NA,NA,NA,NA,NA
4976,-4.8,1.33162556026791,NA,NA,NA,NA,NA,NA
4980,-4.73,1.4707078043066,NA,NA,NA,NA,NA,NA
4985,-4.86,1.21241220823475,NA,NA,NA,NA,-5.5,-1.17317040103116
4989,-4.9,1.13293664021264,NA,NA,NA,NA,NA,NA
4993,-4.97,0.993854396173954,NA,NA,NA,NA,NA,NA
4999,-4.85,1.23228110024028,NA,NA,NA,NA,NA,NA
5000,NA,NA,NA,NA,NA,NA,-5.5,-1.17317040103116
5005,-4.91,1.11306774820711,NA,NA,NA,NA,NA,NA
5010,-4.8,1.33162556026791,NA,NA,NA,NA,NA,NA
5015,NA,NA,NA,NA,NA,NA,-5.54,-1.21197342677005
5016,-4.91,1.11306774820711,NA,NA,NA,NA,NA,NA
5022,-4.78,1.37136334427896,NA,NA,NA,NA,NA,NA
5027,-4.95,1.03359218018501,NA,NA,NA,NA,NA,NA
5033,-4.79,1.35149445227344,NA,NA,NA,NA,NA,NA
5039,-5.02,0.894509936146321,NA,NA,NA,NA,NA,NA
5044,-4.9,1.13293664021264,NA,NA,NA,NA,NA,NA
5045,NA,NA,NA,NA,NA,NA,-5.87,-1.5320983891159
5050,-4.91,1.11306774820711,NA,NA,NA,NA,NA,NA
5056,-4.79,1.35149445227344,NA,NA,NA,NA,NA,NA
5060,NA,NA,NA,NA,NA,NA,-5.96,-1.61940519702841
5062,-4.97,0.993854396173954,NA,NA,NA,NA,NA,NA
5067,-4.9,1.13293664021264,NA,NA,NA,NA,NA,NA
5073,-4.94,1.05346107219053,NA,NA,NA,NA,NA,NA
5077,NA,NA,NA,NA,-7.95,0.728416984288036,NA,NA
5078,NA,NA,NA,NA,NA,NA,-5.6,-1.27017796537839
5079,-4.94,1.05346107219053,NA,NA,NA,NA,NA,NA
5084,-4.97,0.993854396173954,NA,NA,NA,NA,NA,NA
5091,-5.08,0.775296584113159,NA,NA,NA,NA,NA,NA
5096,NA,NA,NA,NA,NA,NA,-5.59,-1.26047720894367
5099,-4.93,1.07332996419606,NA,NA,NA,NA,NA,NA
5106,-4.73,1.4707078043066,NA,NA,NA,NA,NA,NA
5113,-4.89,1.15280553221817,NA,NA,NA,NA,NA,NA
5114,NA,NA,NA,NA,NA,NA,-5.84,-1.50299611981173
5120,-4.86,1.21241220823475,NA,NA,NA,NA,NA,NA
5127,-4.79,1.35149445227344,NA,NA,NA,NA,NA,NA
5134,-4.86,1.21241220823475,NA,NA,NA,NA,NA,NA
5141,-4.87,1.19254331622922,NA,NA,NA,NA,NA,NA
5150,NA,NA,NA,NA,NA,NA,-5.22,-0.901549220858928
5158,-4.79,1.35149445227344,NA,NA,NA,NA,NA,NA
5168,NA,NA,NA,NA,NA,NA,-5.22,-0.901549220858928
5174,-4.97,0.993854396173954,NA,NA,NA,NA,NA,NA
5186,NA,NA,NA,NA,NA,NA,-4.53,-0.232197026863063
5191,-4.81,1.31175666826238,NA,NA,NA,NA,NA,NA
5206,NA,NA,NA,NA,NA,NA,-5.08,-0.76573863077281
5207,-5.23,0.477263204030256,NA,NA,NA,NA,NA,NA
5224,-4.99,0.9541166121629,NA,NA,NA,NA,NA,NA
5226,NA,NA,NA,NA,NA,NA,-6.1,-1.75521578711452
5240,-5.36,0.218967607958407,NA,NA,NA,NA,NA,NA
5246,NA,NA,NA,NA,NA,NA,-6.04,-1.69701124850619
5260,-5,0.934247720157373,NA,NA,NA,NA,NA,NA
5266,NA,NA,NA,NA,NA,NA,-5.52,-1.19257191390061
5280,-5.25,0.437525420019203,NA,NA,NA,NA,NA,NA
5286,-5.09,0.755427692107632,NA,NA,NA,NA,-5.68,-1.34778401685617
5291,-5.23,0.477263204030256,NA,NA,NA,NA,NA,NA
5296,-5.09,0.755427692107632,NA,NA,NA,NA,NA,NA
5302,-5.36,0.218967607958407,NA,NA,NA,NA,NA,NA
5306,NA,NA,NA,NA,NA,NA,-5.33,-1.00825754164088
5307,-5.44,0.0600164719141927,NA,NA,NA,NA,NA,NA
5312,-5.72,-0.496312504240557,NA,NA,NA,NA,NA,NA
5317,-5.81,-0.675132532290298,NA,NA,NA,NA,NA,NA
5320,NA,NA,NA,NA,-8.54,-0.283964865930299,NA,NA
5323,-6,-1.05264148039531,NA,NA,NA,NA,NA,NA
5326,NA,NA,NA,NA,NA,NA,-5.29,-0.969454515901987
5328,-5.93,-0.91355923635662,NA,NA,NA,NA,NA,NA
5333,-5.84,-0.734739208306879,NA,NA,NA,NA,NA,NA
5339,-5.62,-0.29762358418529,NA,NA,NA,NA,NA,NA
5344,-5.35,0.238836499963935,NA,NA,NA,NA,NA,NA
5346,NA,NA,NA,NA,NA,NA,-5.36,-1.03735981094505
5349,-5.27,0.39778763600815,NA,NA,NA,NA,NA,NA
5354,-4.84,1.2521499922458,NA,NA,NA,NA,NA,NA
5360,-4.89,1.15280553221817,NA,NA,NA,NA,NA,NA
5365,-4.98,0.973985504168426,NA,NA,NA,NA,NA,NA
5366,NA,NA,NA,NA,NA,NA,-5.57,-1.24107569607422
5370,-5.07,0.795165476118685,NA,NA,NA,NA,NA,NA
5376,-5.32,0.298443175980515,NA,NA,NA,NA,NA,NA
5381,-5.21,0.51700098804131,-5.71,-0.338557121698304,NA,NA,NA,NA
5386,-5.15,0.63621434007447,NA,NA,NA,NA,NA,NA
5390,NA,NA,NA,NA,NA,NA,-5.7,-1.36718552972562
5391,-5.02,0.894509936146321,NA,NA,NA,NA,NA,NA
5397,-5.02,0.894509936146321,NA,NA,NA,NA,NA,NA
5402,-5.07,0.795165476118685,NA,NA,NA,NA,NA,NA
5407,-5.3,0.338180959991569,NA,NA,NA,NA,NA,NA
5420,-5.31,0.318312067986043,NA,NA,NA,NA,NA,NA
5432,-5.19,0.556738772052363,NA,NA,NA,NA,NA,NA
5436,NA,NA,NA,NA,NA,NA,-5.88,-1.54179914555062
5445,-5.1,0.735558800102106,NA,NA,NA,NA,NA,NA
5457,-4.95,1.03359218018501,NA,NA,NA,NA,NA,NA
5470,-4.94,1.05346107219053,NA,NA,NA,NA,NA,NA
5482,-4.97,0.993854396173954,NA,NA,NA,NA,NA,NA
5495,-4.95,1.03359218018501,NA,NA,NA,NA,NA,NA
5496,NA,NA,NA,NA,NA,NA,-5.82,-1.48359460694229
5507,-5.11,0.715689908096578,NA,NA,NA,NA,NA,NA
5520,-5.13,0.675952124085525,NA,NA,NA,NA,NA,NA
5532,-5.08,0.775296584113159,NA,NA,NA,NA,NA,NA
5545,-5.31,0.318312067986043,NA,NA,NA,NA,NA,NA
5557,-5.48,-0.0194590961079147,NA,NA,NA,NA,NA,NA
5570,-5.33,0.278574283974988,NA,NA,NA,NA,NA,NA
5576,NA,NA,NA,NA,NA,NA,-5.73,-1.39628779902979
5582,-5.36,0.218967607958407,NA,NA,NA,NA,NA,NA
5595,-5.23,0.477263204030256,NA,NA,NA,NA,NA,NA
5607,-5.13,0.675952124085525,NA,NA,NA,NA,NA,NA
5620,-5.26,0.417656528013677,NA,NA,NA,NA,NA,NA
5626,-5.37,0.199098715952881,NA,NA,NA,NA,NA,NA
5633,-5.01,0.914378828151847,NA,NA,NA,NA,NA,NA
5639,-5.19,0.556738772052363,NA,NA,NA,NA,NA,NA
5643,NA,NA,NA,NA,-8.57,-0.335441909161742,NA,NA
5646,-5.32,0.298443175980515,NA,NA,NA,NA,NA,NA
5653,-5.26,0.417656528013677,NA,NA,NA,NA,NA,NA
5659,-5.21,0.51700098804131,NA,NA,NA,NA,NA,NA
5666,-5.51,-0.0790657721244939,NA,NA,NA,NA,NA,NA
5672,-5.43,0.0798853639197208,NA,NA,NA,NA,NA,NA
5676,NA,NA,NA,NA,NA,NA,-6,-1.6582082227673
5679,-5.29,0.358049851997096,NA,NA,NA,NA,NA,NA
5686,-4.76,1.41110112829002,NA,NA,NA,NA,NA,NA
5692,-5.24,0.457394312024729,NA,NA,NA,NA,NA,NA
5699,-5.09,0.755427692107632,NA,NA,NA,NA,NA,NA
5705,-5.61,-0.277754692179763,NA,NA,NA,NA,NA,NA
5712,-5.39,0.159360931941828,NA,NA,NA,NA,NA,NA
5719,-5.48,-0.0194590961079147,NA,NA,NA,NA,NA,NA
5725,-5.02,0.894509936146321,NA,NA,NA,NA,NA,NA
5732,-5.11,0.715689908096578,NA,NA,NA,NA,NA,NA
5738,-5.19,0.556738772052363,NA,NA,NA,NA,NA,NA
5745,-5.11,0.715689908096578,NA,NA,NA,NA,NA,NA
5752,-5,0.934247720157373,NA,NA,NA,NA,NA,NA
5758,-5.1,0.735558800102106,NA,NA,NA,NA,NA,NA
5763,-5,0.934247720157373,NA,NA,NA,NA,NA,NA
5767,-5.46,0.0202786879031399,NA,NA,NA,NA,NA,NA
5771,-5.46,0.0202786879031399,NA,NA,NA,NA,NA,NA
5776,-5.43,0.0798853639197208,NA,NA,NA,NA,-5.89,-1.55149990198535
5780,-5.51,-0.0790657721244939,NA,NA,NA,NA,NA,NA
5784,-5.02,0.894509936146321,NA,NA,NA,NA,NA,NA
5789,-5.43,0.0798853639197208,NA,NA,NA,NA,NA,NA
5793,-4.94,1.05346107219053,NA,NA,NA,NA,NA,NA
5797,-5.14,0.656083232079999,NA,NA,NA,NA,NA,NA
5802,-4.9,1.13293664021264,NA,NA,NA,NA,NA,NA
5806,-4.73,1.4707078043066,NA,NA,NA,NA,NA,NA
5810,-5,0.934247720157373,NA,NA,NA,NA,NA,NA
5815,-5.12,0.695821016091051,NA,NA,NA,NA,NA,NA
5819,-5.25,0.437525420019203,NA,NA,NA,NA,NA,NA
5823,-5.08,0.775296584113159,NA,NA,NA,NA,NA,NA
5828,-5.21,0.51700098804131,NA,NA,NA,NA,NA,NA
5832,-5.46,0.0202786879031399,NA,NA,NA,NA,NA,NA
5836,-5.25,0.437525420019203,NA,NA,NA,NA,NA,NA
5841,-5.28,0.377918744002622,NA,NA,NA,NA,NA,NA
5847,-5.25,0.437525420019203,NA,NA,NA,NA,NA,NA
5853,-5.24,0.457394312024729,NA,NA,NA,NA,NA,NA
5858,-5.4,0.1394920399363,NA,NA,NA,NA,NA,NA
5864,-5.33,0.278574283974988,NA,NA,NA,NA,NA,NA
5870,-5.48,-0.0194590961079147,NA,NA,NA,NA,NA,NA
5876,-5.22,0.497132096035784,NA,NA,NA,NA,NA,NA
5882,-5.28,0.377918744002622,NA,NA,NA,NA,NA,NA
5888,-5.3,0.338180959991569,NA,NA,NA,NA,NA,NA
5894,-5.27,0.39778763600815,NA,NA,NA,NA,NA,NA
5900,-5.38,0.179229823947355,NA,NA,NA,NA,NA,NA
5906,-5.21,0.51700098804131,NA,NA,NA,NA,NA,NA
5912,-5.15,0.63621434007447,NA,NA,NA,NA,NA,NA
5918,-5.31,0.318312067986043,NA,NA,NA,NA,NA,NA
5924,-5.17,0.596476556063418,NA,NA,NA,NA,NA,NA
5930,-5.42,0.0997542559252472,NA,NA,NA,NA,NA,NA
5936,-5.14,0.656083232079999,NA,NA,NA,NA,NA,NA
5942,-5.35,0.238836499963935,NA,NA,NA,NA,NA,NA
5947,-5.42,0.0997542559252472,NA,NA,-8.52,-0.249646837109339,NA,NA
5953,-5.37,0.199098715952881,NA,NA,NA,NA,NA,NA
5957,-5.44,0.0600164719141927,NA,NA,NA,NA,NA,NA
5961,-5.26,0.417656528013677,NA,NA,NA,NA,NA,NA
5965,-5.27,0.39778763600815,NA,NA,NA,NA,NA,NA
5969,-5.61,-0.277754692179763,NA,NA,NA,NA,NA,NA
5973,-5.13,0.675952124085525,NA,NA,NA,NA,NA,NA
5976,NA,NA,NA,NA,NA,NA,-5.64,-1.30898099111728
5977,-5.41,0.119623147930774,NA,NA,NA,NA,NA,NA
5981,-5.63,-0.317492476190816,NA,NA,NA,NA,NA,NA
5985,-5.47,0.000409795897613477,NA,NA,NA,NA,NA,NA
5989,-5.56,-0.178410232152128,NA,NA,NA,NA,NA,NA
5993,-5.56,-0.178410232152128,NA,NA,NA,NA,NA,NA
5997,-5.24,0.457394312024729,NA,NA,NA,NA,NA,NA
6002,-5.47,0.000409795897613477,NA,NA,NA,NA,NA,NA
6006,-5.46,0.0202786879031399,NA,NA,NA,NA,NA,NA
6009,-5.05,0.83490326012974,NA,NA,NA,NA,NA,NA
6013,-5.24,0.457394312024729,NA,NA,NA,NA,NA,NA
6017,-5.21,0.51700098804131,NA,NA,NA,NA,NA,NA
6021,-5.06,0.815034368124213,NA,NA,NA,NA,NA,NA
6024,-5.53,-0.118803556135548,NA,NA,NA,NA,NA,NA
6028,-5.26,0.417656528013677,NA,NA,NA,NA,NA,NA
6032,-5.75,-0.555919180257138,NA,NA,NA,NA,NA,NA
6036,-5.55,-0.158541340146601,NA,NA,NA,NA,NA,NA
6040,-5.81,-0.675132532290298,NA,NA,NA,NA,NA,NA
6043,-5.73,-0.516181396246085,NA,NA,NA,NA,NA,NA
6047,-5.71,-0.476443612235031,NA,NA,NA,NA,NA,NA
6051,-5.61,-0.277754692179763,NA,NA,NA,NA,NA,NA
6053,NA,NA,-5.32,-0.0594775069686842,NA,NA,NA,NA
6055,-5.74,-0.536050288251611,NA,NA,NA,NA,NA,NA
6059,-5.36,0.218967607958407,NA,NA,NA,NA,NA,NA
6062,-5.63,-0.317492476190816,NA,NA,NA,NA,NA,NA
6066,-5.55,-0.158541340146601,NA,NA,NA,NA,NA,NA
6070,-5.93,-0.91355923635662,NA,NA,NA,NA,NA,NA
6074,-5.66,-0.377099152207397,NA,NA,NA,NA,NA,NA
6078,-5.66,-0.377099152207397,NA,NA,NA,NA,NA,NA
6081,-5.51,-0.0790657721244939,NA,NA,NA,NA,NA,NA
6085,-5.25,0.437525420019203,NA,NA,NA,NA,NA,NA
6089,-5.39,0.159360931941828,NA,NA,NA,NA,NA,NA
6093,-5.26,0.417656528013677,NA,NA,NA,NA,NA,NA
6097,-5.3,0.338180959991569,NA,NA,NA,NA,NA,NA
6100,-5.45,0.0401475799086663,NA,NA,NA,NA,-5.7,-1.36718552972562
6104,-5.53,-0.118803556135548,NA,NA,NA,NA,NA,NA
6108,-5.02,0.894509936146321,NA,NA,NA,NA,NA,NA
6112,-5.28,0.377918744002622,NA,NA,NA,NA,NA,NA
6116,-5.41,0.119623147930774,NA,NA,NA,NA,NA,NA
6119,-5.46,0.0202786879031399,NA,NA,NA,NA,NA,NA
6123,-5.53,-0.118803556135548,NA,NA,NA,NA,NA,NA
6127,-5.59,-0.238016908168709,NA,NA,NA,NA,NA,NA
6131,-5.08,0.775296584113159,NA,NA,NA,NA,NA,NA
6135,-5.4,0.1394920399363,NA,NA,NA,NA,NA,NA
6138,-5.36,0.218967607958407,NA,NA,NA,NA,NA,NA
6142,-5.05,0.83490326012974,NA,NA,NA,NA,NA,NA
6146,-5.42,0.0997542559252472,NA,NA,NA,NA,NA,NA
6150,-5.37,0.199098715952881,NA,NA,NA,NA,NA,NA
6154,-5.4,0.1394920399363,NA,NA,NA,NA,NA,NA
6157,-5.56,-0.178410232152128,NA,NA,NA,NA,NA,NA
6161,-5.5,-0.0591968801189675,NA,NA,NA,NA,NA,NA
6165,-5.28,0.377918744002622,NA,NA,NA,NA,NA,NA
6169,-5.31,0.318312067986043,NA,NA,NA,NA,NA,NA
6172,-5.49,-0.0393279881134411,NA,NA,NA,NA,NA,NA
6176,-5.44,0.0600164719141927,NA,NA,NA,NA,NA,NA
6180,-5.52,-0.0989346641300203,NA,NA,NA,NA,NA,NA
6184,-5.69,-0.436705828223978,NA,NA,NA,NA,NA,NA
6188,-5.43,0.0798853639197208,NA,NA,NA,NA,NA,NA
6191,-5.47,0.000409795897613477,NA,NA,NA,NA,NA,NA
6195,-5.4,0.1394920399363,NA,NA,NA,NA,NA,NA
6199,-5.58,-0.218148016163182,NA,NA,NA,NA,NA,NA
6200,NA,NA,NA,NA,NA,NA,-5.9,-1.56120065842007
6203,-5.58,-0.218148016163182,NA,NA,NA,NA,NA,NA
6207,-5.34,0.258705391969462,NA,NA,NA,NA,NA,NA
6210,-5.16,0.616345448068944,NA,NA,NA,NA,NA,NA
6214,-5.57,-0.198279124157656,NA,NA,NA,NA,NA,NA
6218,-5.68,-0.41683693621845,NA,NA,NA,NA,NA,NA
6222,-5.61,-0.277754692179763,NA,NA,NA,NA,NA,NA
6226,-5.71,-0.476443612235031,NA,NA,NA,NA,NA,NA
6229,-5.55,-0.158541340146601,NA,NA,NA,NA,NA,NA
6233,-5.29,0.358049851997096,NA,NA,NA,NA,NA,NA
6237,-5.35,0.238836499963935,NA,NA,NA,NA,NA,NA
6241,-5.25,0.437525420019203,NA,NA,NA,NA,NA,NA
6245,-5.54,-0.138672448141075,NA,NA,NA,NA,NA,NA
6248,-5.43,0.0798853639197208,NA,NA,NA,NA,NA,NA
6252,-5.25,0.437525420019203,NA,NA,NA,NA,NA,NA
6256,-5.67,-0.396968044212923,NA,NA,NA,NA,NA,NA
6260,-5.5,-0.0591968801189675,NA,NA,NA,NA,NA,NA
6264,-5.49,-0.0393279881134411,NA,NA,NA,NA,NA,NA
6267,-5.54,-0.138672448141075,NA,NA,NA,NA,NA,NA
6270,NA,NA,NA,NA,-8.29,0.145010494331708,NA,NA
6273,-5.2,0.536869880046837,NA,NA,NA,NA,NA,NA
6278,-5.55,-0.158541340146601,NA,NA,NA,NA,NA,NA
6284,-5.71,-0.476443612235031,NA,NA,NA,NA,NA,NA
6289,-5.66,-0.377099152207397,NA,NA,NA,NA,NA,NA
6295,-5.63,-0.317492476190816,NA,NA,NA,NA,NA,NA
6300,-5.41,0.119623147930774,NA,NA,NA,NA,-6.09,-1.7455150306798
6306,-5.41,0.119623147930774,NA,NA,NA,NA,NA,NA
6311,-5.78,-0.615525856273719,NA,NA,NA,NA,NA,NA
6317,-5.61,-0.277754692179763,NA,NA,NA,NA,NA,NA
6322,-5.54,-0.138672448141075,NA,NA,NA,NA,NA,NA
6328,-5.64,-0.337361368196342,NA,NA,NA,NA,NA,NA
6333,-5.76,-0.575788072262664,NA,NA,NA,NA,NA,NA
6339,-5.68,-0.41683693621845,NA,NA,NA,NA,NA,NA
6344,-5.47,0.000409795897613477,NA,NA,NA,NA,NA,NA
6350,-5.52,-0.0989346641300203,NA,NA,NA,NA,NA,NA
6355,-5.61,-0.277754692179763,NA,NA,NA,NA,NA,NA
6361,-5.66,-0.377099152207397,NA,NA,NA,NA,NA,NA
6366,-5.6,-0.257885800174235,NA,NA,NA,NA,NA,NA
6372,-5.68,-0.41683693621845,NA,NA,NA,NA,NA,NA
6377,-5.61,-0.277754692179763,NA,NA,NA,NA,NA,NA
6383,-5.59,-0.238016908168709,NA,NA,NA,NA,NA,NA
6388,-5.78,-0.615525856273719,NA,NA,NA,NA,NA,NA
6394,-5.61,-0.277754692179763,NA,NA,NA,NA,NA,NA
6399,-5.63,-0.317492476190816,NA,NA,NA,NA,NA,NA
6400,NA,NA,NA,NA,NA,NA,-5.72,-1.38658704259506
6405,-5.63,-0.317492476190816,NA,NA,NA,NA,NA,NA
6410,-5.57,-0.198279124157656,NA,NA,NA,NA,NA,NA
6416,-5.82,-0.695001424295826,NA,NA,NA,NA,NA,NA
6421,-5.7,-0.456574720229504,NA,NA,NA,NA,NA,NA
6427,-5.82,-0.695001424295826,NA,NA,NA,NA,NA,NA
6432,-5.59,-0.238016908168709,NA,NA,NA,NA,NA,NA
6438,-5.89,-0.834083668334513,NA,NA,NA,NA,NA,NA
6443,-5.78,-0.615525856273719,NA,NA,NA,NA,NA,NA
6449,-5.65,-0.35723026020187,NA,NA,NA,NA,NA,NA
6454,-5.73,-0.516181396246085,NA,NA,NA,NA,NA,NA
6460,-5.64,-0.337361368196342,NA,NA,NA,NA,NA,NA
6465,-5.61,-0.277754692179763,NA,NA,NA,NA,NA,NA
6471,-5.67,-0.396968044212923,NA,NA,NA,NA,NA,NA
6476,-5.62,-0.29762358418529,NA,NA,NA,NA,NA,NA
6482,-5.64,-0.337361368196342,NA,NA,NA,NA,NA,NA
6487,-5.92,-0.893690344351094,NA,NA,NA,NA,NA,NA
6493,-5.95,-0.953297020367675,NA,NA,NA,NA,NA,NA
6498,-5.92,-0.893690344351094,NA,NA,NA,NA,NA,NA
6500,NA,NA,NA,NA,NA,NA,-5.58,-1.25077645250894
6503,-5.65,-0.35723026020187,NA,NA,NA,NA,NA,NA
6507,-5.62,-0.29762358418529,NA,NA,NA,NA,NA,NA
6512,-5.63,-0.317492476190816,-5.69,-0.324245346583965,NA,NA,NA,NA
6516,-5.75,-0.555919180257138,NA,NA,NA,NA,NA,NA
6521,-5.88,-0.814214776328986,NA,NA,NA,NA,NA,NA
6525,-5.72,-0.496312504240557,NA,NA,NA,NA,NA,NA
6530,-5.65,-0.35723026020187,NA,NA,NA,NA,NA,NA
6534,-5.71,-0.476443612235031,NA,NA,NA,NA,NA,NA
6539,-5.68,-0.41683693621845,NA,NA,NA,NA,NA,NA
6543,-5.75,-0.555919180257138,NA,NA,NA,NA,NA,NA
6548,-5.81,-0.675132532290298,NA,NA,NA,NA,NA,NA
6552,-5.6,-0.257885800174235,NA,NA,NA,NA,NA,NA
6556,-5.77,-0.595656964268191,NA,NA,NA,NA,NA,NA
6561,-5.86,-0.774476992317934,NA,NA,NA,NA,NA,NA
6565,-6,-1.05264148039531,NA,NA,NA,NA,NA,NA
6570,-5.67,-0.396968044212923,NA,NA,NA,NA,NA,NA
6574,-5.76,-0.575788072262664,NA,NA,-8.15,0.38523669607843,NA,NA
6579,-5.69,-0.436705828223978,NA,NA,NA,NA,NA,NA
6583,-5.58,-0.218148016163182,NA,NA,NA,NA,NA,NA
6588,-5.89,-0.834083668334513,NA,NA,NA,NA,NA,NA
6592,-5.71,-0.476443612235031,NA,NA,NA,NA,NA,NA
6597,-5.71,-0.476443612235031,NA,NA,NA,NA,NA,NA
6600,NA,NA,NA,NA,NA,NA,-5.57,-1.24107569607422
6601,-5.74,-0.536050288251611,NA,NA,NA,NA,NA,NA
6606,-5.71,-0.476443612235031,NA,NA,NA,NA,NA,NA
6610,-5.71,-0.476443612235031,NA,NA,NA,NA,NA,NA
6614,-5.72,-0.496312504240557,NA,NA,NA,NA,NA,NA
6619,-5.63,-0.317492476190816,NA,NA,NA,NA,NA,NA
6623,-5.79,-0.635394748279245,NA,NA,NA,NA,NA,NA
6628,-5.79,-0.635394748279245,NA,NA,NA,NA,NA,NA
6632,-6.08,-1.21159261643952,NA,NA,NA,NA,NA,NA
6637,-6.12,-1.29106818446163,NA,NA,NA,NA,NA,NA
6641,-6.2,-1.45001932050584,NA,NA,NA,NA,NA,NA
6646,-5.99,-1.03277258838978,NA,NA,NA,NA,NA,NA
6650,-5.88,-0.814214776328986,NA,NA,NA,NA,NA,NA
6655,-5.9,-0.853952560340041,NA,NA,NA,NA,NA,NA
6659,-5.68,-0.41683693621845,NA,NA,NA,NA,NA,NA
6664,-5.73,-0.516181396246085,NA,NA,NA,NA,NA,NA
6668,-5.85,-0.754608100312405,NA,NA,NA,NA,NA,NA
6672,-5.84,-0.734739208306879,NA,NA,NA,NA,NA,NA
6677,-6.02,-1.09237926440636,NA,NA,NA,NA,NA,NA
6681,-6.13,-1.31093707646716,NA,NA,NA,NA,NA,NA
6686,-6.04,-1.13211704841742,NA,NA,NA,NA,NA,NA
6690,-6.15,-1.35067486047821,NA,NA,NA,NA,NA,NA
6695,-5.86,-0.774476992317934,NA,NA,NA,NA,NA,NA
6700,-5.96,-0.973165912373201,NA,NA,NA,NA,-5.55,-1.22167418320478
6705,-5.95,-0.953297020367675,NA,NA,NA,NA,NA,NA
6710,-6.07,-1.191723724434,NA,NA,NA,NA,NA,NA
6715,-6.09,-1.23146150844505,NA,NA,NA,NA,NA,NA
6720,-6.03,-1.11224815641189,NA,NA,NA,NA,NA,NA
6725,-5.72,-0.496312504240557,NA,NA,NA,NA,NA,NA
6730,-5.97,-0.993034804378727,NA,NA,NA,NA,NA,NA
6735,-5.73,-0.516181396246085,NA,NA,NA,NA,NA,NA
6740,-5.51,-0.0790657721244939,NA,NA,NA,NA,NA,NA
6745,-5.67,-0.396968044212923,NA,NA,NA,NA,NA,NA
6750,-5.76,-0.575788072262664,NA,NA,NA,NA,NA,NA
6755,-5.76,-0.575788072262664,NA,NA,NA,NA,NA,NA
6760,-5.75,-0.555919180257138,NA,NA,NA,NA,NA,NA
6765,-5.59,-0.238016908168709,NA,NA,NA,NA,NA,NA
6770,-5.7,-0.456574720229504,NA,NA,NA,NA,NA,NA
6775,-5.68,-0.41683693621845,NA,NA,NA,NA,NA,NA
6780,-5.86,-0.774476992317934,NA,NA,NA,NA,NA,NA
6785,-5.98,-1.01290369638426,NA,NA,NA,NA,NA,NA
6790,-5.98,-1.01290369638426,NA,NA,NA,NA,NA,NA
6795,-5.87,-0.79434588432346,NA,NA,NA,NA,NA,NA
6800,-6.01,-1.07251037240083,NA,NA,NA,NA,-5.74,-1.40598855546451
6805,-6.09,-1.23146150844505,NA,NA,NA,NA,NA,NA
6811,-6.05,-1.15198594042294,NA,NA,NA,NA,NA,NA
6816,-5.95,-0.953297020367675,NA,NA,NA,NA,NA,NA
6821,-5.92,-0.893690344351094,NA,NA,NA,NA,NA,NA
6826,-5.9,-0.853952560340041,NA,NA,NA,NA,NA,NA
