"bp","jeita_cave","z_score_jeita_cave","jerusalem_west_cave","z_score_jerusalem_west_cave","lake_hula","z_score_lake_hula","soreq_cave","z_score_soreq_cave"
6831,-5.79,-0.635394748279245,NA,NA,NA,NA,NA,NA
6836,-5.83,-0.714870316301353,NA,NA,NA,NA,NA,NA
6841,-5.95,-0.953297020367675,NA,NA,NA,NA,NA,NA
6846,-5.99,-1.03277258838978,NA,NA,NA,NA,NA,NA
6851,-5.91,-0.873821452345567,NA,NA,NA,NA,NA,NA
6856,-6.02,-1.09237926440636,NA,NA,NA,NA,NA,NA
6859,NA,NA,NA,NA,-8.13,0.41955472489939,NA,NA
6861,-6.19,-1.43015042850032,NA,NA,NA,NA,NA,NA
6866,-6.03,-1.11224815641189,NA,NA,NA,NA,NA,NA
6871,-5.83,-0.714870316301353,NA,NA,NA,NA,NA,NA
6876,-5.83,-0.714870316301353,NA,NA,NA,NA,NA,NA
6881,-5.76,-0.575788072262664,NA,NA,NA,NA,NA,NA
6882,NA,NA,-5.92,-0.488830760398868,NA,NA,NA,NA
6886,-5.87,-0.79434588432346,NA,NA,NA,NA,NA,NA
6891,-5.71,-0.476443612235031,NA,NA,NA,NA,NA,NA
6896,-5.75,-0.555919180257138,NA,NA,NA,NA,NA,NA
6900,NA,NA,NA,NA,NA,NA,-5.31,-0.988856028771432
6901,-5.84,-0.734739208306879,NA,NA,NA,NA,NA,NA
6906,-5.89,-0.834083668334513,NA,NA,NA,NA,NA,NA
6911,-5.84,-0.734739208306879,NA,NA,NA,NA,NA,NA
6916,-5.85,-0.754608100312405,NA,NA,NA,NA,NA,NA
6921,-5.82,-0.695001424295826,NA,NA,NA,NA,NA,NA
6926,-5.93,-0.91355923635662,NA,NA,NA,NA,NA,NA
6931,-5.52,-0.0989346641300203,NA,NA,NA,NA,NA,NA
6936,-5.55,-0.158541340146601,NA,NA,NA,NA,NA,NA
6941,-5.65,-0.35723026020187,NA,NA,NA,NA,NA,NA
6946,-5.62,-0.29762358418529,NA,NA,NA,NA,NA,NA
6951,-5.63,-0.317492476190816,NA,NA,NA,NA,NA,NA
6956,-5.79,-0.635394748279245,NA,NA,NA,NA,NA,NA
6962,-5.86,-0.774476992317934,NA,NA,NA,NA,NA,NA
6962,-5.83,-0.714870316301353,NA,NA,NA,NA,NA,NA
6963,-5.88,-0.814214776328986,NA,NA,NA,NA,NA,NA
6964,-5.9,-0.853952560340041,NA,NA,NA,NA,NA,NA
6964,-5.91,-0.873821452345567,NA,NA,NA,NA,NA,NA
6965,-5.96,-0.973165912373201,NA,NA,NA,NA,NA,NA
6966,-6.01,-1.07251037240083,NA,NA,NA,NA,NA,NA
6967,-5.95,-0.953297020367675,NA,NA,NA,NA,NA,NA
6967,-5.69,-0.436705828223978,NA,NA,NA,NA,NA,NA
6968,-5.8,-0.655263640284772,NA,NA,NA,NA,NA,NA
6969,-5.71,-0.476443612235031,NA,NA,NA,NA,NA,NA
6969,-5.89,-0.834083668334513,NA,NA,NA,NA,NA,NA
6970,-5.69,-0.436705828223978,NA,NA,NA,NA,NA,NA
6971,-5.8,-0.655263640284772,NA,NA,NA,NA,NA,NA
6972,-5.65,-0.35723026020187,NA,NA,NA,NA,NA,NA
6972,-5.65,-0.35723026020187,NA,NA,NA,NA,NA,NA
6973,-5.55,-0.158541340146601,NA,NA,NA,NA,NA,NA
6974,-5.87,-0.79434588432346,NA,NA,NA,NA,NA,NA
6974,-5.65,-0.35723026020187,NA,NA,NA,NA,NA,NA
6975,-5.85,-0.754608100312405,NA,NA,NA,NA,NA,NA
6976,-5.79,-0.635394748279245,NA,NA,NA,NA,NA,NA
6984,-5.94,-0.933428128362148,NA,NA,NA,NA,NA,NA
6992,-5.75,-0.555919180257138,NA,NA,NA,NA,NA,NA
7000,-5.77,-0.595656964268191,NA,NA,NA,NA,-5.98,-1.63880670989785
7008,-5.58,-0.218148016163182,NA,NA,NA,NA,NA,NA
7016,-5.64,-0.337361368196342,NA,NA,NA,NA,NA,NA
7024,-5.61,-0.277754692179763,NA,NA,NA,NA,NA,NA
7032,-5.65,-0.35723026020187,NA,NA,NA,NA,NA,NA
7040,-5.69,-0.436705828223978,NA,NA,NA,NA,NA,NA
7049,-5.74,-0.536050288251611,NA,NA,NA,NA,NA,NA
7057,-5.62,-0.29762358418529,NA,NA,NA,NA,NA,NA
7065,-5.72,-0.496312504240557,NA,NA,NA,NA,NA,NA
7073,-5.68,-0.41683693621845,NA,NA,NA,NA,NA,NA
7081,-5.8,-0.655263640284772,NA,NA,NA,NA,NA,NA
7089,-5.71,-0.476443612235031,NA,NA,NA,NA,NA,NA
7097,-5.74,-0.536050288251611,NA,NA,NA,NA,NA,NA
7100,NA,NA,NA,NA,NA,NA,-6.01,-1.66790897920202
7105,-5.66,-0.377099152207397,NA,NA,NA,NA,NA,NA
7113,-5.89,-0.834083668334513,NA,NA,NA,NA,NA,NA
7121,-5.67,-0.396968044212923,NA,NA,NA,NA,NA,NA
7129,-5.85,-0.754608100312405,NA,NA,NA,NA,NA,NA
7137,-5.73,-0.516181396246085,NA,NA,NA,NA,NA,NA
7145,-5.67,-0.396968044212923,NA,NA,NA,NA,NA,NA
7154,-5.77,-0.595656964268191,NA,NA,NA,NA,NA,NA
7162,-5.77,-0.595656964268191,NA,NA,NA,NA,NA,NA
7167,NA,NA,NA,NA,-8.18,0.33375965284699,NA,NA
7170,-5.71,-0.476443612235031,NA,NA,NA,NA,NA,NA
7178,-5.73,-0.516181396246085,NA,NA,NA,NA,NA,NA
7186,-5.71,-0.476443612235031,NA,NA,NA,NA,NA,NA
7194,-5.97,-0.993034804378727,NA,NA,NA,NA,NA,NA
7200,NA,NA,NA,NA,NA,NA,-6.02,-1.67760973563674
7202,-6.01,-1.07251037240083,NA,NA,NA,NA,NA,NA
7210,-6.02,-1.09237926440636,NA,NA,NA,NA,NA,NA
7218,-5.91,-0.873821452345567,NA,NA,NA,NA,NA,NA
7226,-5.95,-0.953297020367675,NA,NA,NA,NA,NA,NA
7234,-5.8,-0.655263640284772,NA,NA,NA,NA,NA,NA
7242,-6.09,-1.23146150844505,NA,NA,NA,NA,NA,NA
7250,-5.88,-0.814214776328986,NA,NA,NA,NA,NA,NA
7259,-5.77,-0.595656964268191,NA,NA,NA,NA,NA,NA
7267,-5.46,0.0202786879031399,NA,NA,NA,NA,NA,NA
7275,-5.8,-0.655263640284772,NA,NA,NA,NA,NA,NA
7283,-5.65,-0.35723026020187,NA,NA,NA,NA,NA,NA
7291,-5.83,-0.714870316301353,NA,NA,NA,NA,NA,NA
7299,-5.83,-0.714870316301353,NA,NA,NA,NA,NA,NA
7307,-5.84,-0.734739208306879,NA,NA,NA,NA,NA,NA
7315,-5.68,-0.41683693621845,NA,NA,NA,NA,NA,NA
7320,NA,NA,NA,NA,NA,NA,-6.32,-1.96863242867842
7323,-5.72,-0.496312504240557,NA,NA,NA,NA,NA,NA
7324,-5.89,-0.834083668334513,NA,NA,NA,NA,NA,NA
7325,-5.74,-0.536050288251611,NA,NA,NA,NA,NA,NA
7326,-5.84,-0.734739208306879,NA,NA,NA,NA,NA,NA
7327,-5.78,-0.615525856273719,NA,NA,NA,NA,NA,NA
7327,-5.84,-0.734739208306879,NA,NA,NA,NA,NA,NA
7328,-5.99,-1.03277258838978,NA,NA,NA,NA,NA,NA
7329,-5.93,-0.91355923635662,NA,NA,NA,NA,NA,NA
7330,-6.03,-1.11224815641189,NA,NA,NA,NA,NA,NA
7331,-5.68,-0.41683693621845,NA,NA,NA,NA,NA,NA
7332,-5.81,-0.675132532290298,NA,NA,NA,NA,NA,NA
7332,-5.78,-0.615525856273719,NA,NA,NA,NA,NA,NA
7333,-5.7,-0.456574720229504,NA,NA,NA,NA,NA,NA
7334,-5.74,-0.536050288251611,NA,NA,NA,NA,NA,NA
7335,-5.93,-0.91355923635662,NA,NA,NA,NA,NA,NA
7336,-5.73,-0.516181396246085,NA,NA,NA,NA,NA,NA
7337,-5.83,-0.714870316301353,NA,NA,NA,NA,NA,NA
7337,-5.62,-0.29762358418529,NA,NA,NA,NA,NA,NA
7338,-5.73,-0.516181396246085,NA,NA,NA,NA,NA,NA
7339,-5.62,-0.29762358418529,NA,NA,NA,NA,NA,NA
7340,-5.7,-0.456574720229504,NA,NA,NA,NA,NA,NA
7341,-5.64,-0.337361368196342,NA,NA,NA,NA,NA,NA
7342,-5.58,-0.218148016163182,NA,NA,NA,NA,NA,NA
7346,-5.86,-0.774476992317934,NA,NA,NA,NA,NA,NA
7351,-6.11,-1.2711992924561,NA,NA,NA,NA,NA,NA
7355,-5.85,-0.754608100312405,NA,NA,NA,NA,NA,NA
7360,-5.82,-0.695001424295826,NA,NA,NA,NA,NA,NA
7365,-5.55,-0.158541340146601,NA,NA,NA,NA,NA,NA
7369,-5.77,-0.595656964268191,NA,NA,NA,NA,NA,NA
7374,-5.64,-0.337361368196342,NA,NA,NA,NA,NA,NA
7378,-5.82,-0.695001424295826,NA,NA,NA,NA,NA,NA
7383,-5.84,-0.734739208306879,NA,NA,NA,NA,NA,NA
7387,-5.95,-0.953297020367675,NA,NA,NA,NA,NA,NA
7392,-5.48,-0.0194590961079147,NA,NA,NA,NA,NA,NA
7397,-5.6,-0.257885800174235,NA,NA,NA,NA,NA,NA
7401,-5.75,-0.555919180257138,NA,NA,NA,NA,NA,NA
7406,-5.81,-0.675132532290298,NA,NA,NA,NA,NA,NA
7410,-5.73,-0.516181396246085,NA,NA,NA,NA,NA,NA
7415,-5.96,-0.973165912373201,NA,NA,NA,NA,NA,NA
7419,-5.66,-0.377099152207397,NA,NA,NA,NA,NA,NA
7424,-5.67,-0.396968044212923,NA,NA,NA,NA,NA,NA
7429,-5.82,-0.695001424295826,NA,NA,NA,NA,NA,NA
7433,-5.95,-0.953297020367675,NA,NA,NA,NA,NA,NA
7438,-5.87,-0.79434588432346,NA,NA,NA,NA,NA,NA
7442,-5.98,-1.01290369638426,NA,NA,NA,NA,NA,NA
7447,-5.99,-1.03277258838978,NA,NA,NA,NA,NA,NA
7448,NA,NA,NA,NA,-8.43,-0.0952157074150168,NA,NA
7452,-6.09,-1.23146150844505,-5.75,-0.367180671926983,NA,NA,NA,NA
7456,-6.06,-1.17185483242847,NA,NA,NA,NA,NA,NA
7461,-6.06,-1.17185483242847,NA,NA,NA,NA,NA,NA
7465,-5.96,-0.973165912373201,NA,NA,NA,NA,NA,NA
7470,-6.03,-1.11224815641189,NA,NA,NA,NA,NA,NA
7474,-6.07,-1.191723724434,NA,NA,NA,NA,NA,NA
7479,-6.12,-1.29106818446163,NA,NA,NA,NA,NA,NA
7484,-5.76,-0.575788072262664,NA,NA,NA,NA,NA,NA
7488,-5.84,-0.734739208306879,NA,NA,NA,NA,NA,NA
7493,-5.78,-0.615525856273719,NA,NA,NA,NA,NA,NA
7497,-5.85,-0.754608100312405,NA,NA,NA,NA,NA,NA
7502,-5.74,-0.536050288251611,NA,NA,NA,NA,NA,NA
7506,-5.96,-0.973165912373201,NA,NA,NA,NA,NA,NA
7511,-5.92,-0.893690344351094,NA,NA,NA,NA,NA,NA
7516,-6.01,-1.07251037240083,NA,NA,NA,NA,NA,NA
7525,-5.69,-0.436705828223978,NA,NA,NA,NA,NA,NA
7534,-5.79,-0.635394748279245,NA,NA,NA,NA,NA,NA
7540,NA,NA,NA,NA,NA,NA,-6.45,-2.09474226232982
7544,-5.97,-0.993034804378727,NA,NA,NA,NA,NA,NA
7553,-6.04,-1.13211704841742,NA,NA,NA,NA,NA,NA
7562,-5.76,-0.575788072262664,NA,NA,NA,NA,NA,NA
7572,-5.74,-0.536050288251611,NA,NA,NA,NA,NA,NA
7581,-5.73,-0.516181396246085,NA,NA,NA,NA,NA,NA
7590,-5.77,-0.595656964268191,NA,NA,NA,NA,NA,NA
7600,-5.68,-0.41683693621845,NA,NA,NA,NA,NA,NA
7609,-5.6,-0.257885800174235,NA,NA,NA,NA,NA,NA
7619,-6,-1.05264148039531,NA,NA,NA,NA,NA,NA
7628,-6.01,-1.07251037240083,NA,NA,NA,NA,NA,NA
7630,NA,NA,NA,NA,NA,NA,-6.58,-2.22085209598121
7637,-6.04,-1.13211704841742,NA,NA,NA,NA,NA,NA
7647,-6.21,-1.46988821251137,NA,NA,NA,NA,NA,NA
7656,-6.18,-1.41028153649479,NA,NA,NA,NA,NA,NA
7665,-6.32,-1.68844602457217,NA,NA,NA,NA,NA,NA
7675,-6.06,-1.17185483242847,NA,NA,NA,NA,NA,NA
7684,-6.2,-1.45001932050584,NA,NA,NA,NA,NA,NA
7693,-5.95,-0.953297020367675,NA,NA,NA,NA,NA,NA
7703,-6.2,-1.45001932050584,NA,NA,NA,NA,NA,NA
7712,-5.97,-0.993034804378727,NA,NA,NA,NA,NA,NA
7720,NA,NA,NA,NA,NA,NA,-6.01,-1.66790897920202
7722,-6.21,-1.46988821251137,NA,NA,NA,NA,NA,NA
7731,-5.81,-0.675132532290298,NA,NA,NA,NA,NA,NA
7734,-6.02,-1.09237926440636,NA,NA,NA,NA,NA,NA
7737,-5.88,-0.814214776328986,NA,NA,NA,NA,NA,NA
7741,-5.88,-0.814214776328986,NA,NA,NA,NA,NA,NA
7744,-6.02,-1.09237926440636,NA,NA,NA,NA,NA,NA
7747,-6.09,-1.23146150844505,NA,NA,NA,NA,NA,NA
7750,-5.99,-1.03277258838978,NA,NA,NA,NA,NA,NA
7752,NA,NA,NA,NA,-8.61,-0.404077966803661,NA,NA
7753,-6.03,-1.11224815641189,NA,NA,NA,NA,NA,NA
7757,-6.18,-1.41028153649479,NA,NA,NA,NA,NA,NA
7760,-6.2,-1.45001932050584,NA,NA,NA,NA,NA,NA
7763,-6,-1.05264148039531,NA,NA,NA,NA,NA,NA
7766,-5.96,-0.973165912373201,NA,NA,NA,NA,NA,NA
7770,-6.1,-1.25133040045058,NA,NA,NA,NA,NA,NA
7773,-5.89,-0.834083668334513,NA,NA,NA,NA,NA,NA
7776,-6,-1.05264148039531,NA,NA,NA,NA,NA,NA
7779,-6.1,-1.25133040045058,NA,NA,NA,NA,NA,NA
7782,-6.16,-1.37054375248374,NA,NA,NA,NA,NA,NA
7786,-5.99,-1.03277258838978,NA,NA,NA,NA,NA,NA
7789,-6.1,-1.25133040045058,NA,NA,NA,NA,NA,NA
7792,-5.97,-0.993034804378727,NA,NA,NA,NA,NA,NA
7795,-6.04,-1.13211704841742,NA,NA,NA,NA,NA,NA
7799,-6.08,-1.21159261643952,NA,NA,NA,NA,NA,NA
7802,-6.13,-1.31093707646716,NA,NA,NA,NA,NA,NA
7805,-5.93,-0.91355923635662,NA,NA,NA,NA,NA,NA
7808,-5.92,-0.893690344351094,NA,NA,NA,NA,NA,NA
7811,-5.79,-0.635394748279245,NA,NA,NA,NA,NA,NA
7815,-5.84,-0.734739208306879,NA,NA,NA,NA,NA,NA
7818,-5.91,-0.873821452345567,NA,NA,NA,NA,NA,NA
7821,-5.98,-1.01290369638426,NA,NA,NA,NA,NA,NA
7824,-5.91,-0.873821452345567,NA,NA,NA,NA,NA,NA
7828,-5.91,-0.873821452345567,NA,NA,NA,NA,NA,NA
7831,-5.95,-0.953297020367675,NA,NA,NA,NA,NA,NA
7833,NA,NA,-5.63,-0.281310021240946,NA,NA,NA,NA
7834,-6.13,-1.31093707646716,NA,NA,NA,NA,NA,NA
7837,-6.15,-1.35067486047821,NA,NA,NA,NA,NA,NA
7846,-6.04,-1.13211704841742,NA,NA,NA,NA,NA,NA
7855,-6.26,-1.569232672539,NA,NA,NA,NA,NA,NA
7863,-6.07,-1.191723724434,NA,NA,NA,NA,NA,NA
7872,-6.11,-1.2711992924561,NA,NA,NA,NA,NA,NA
7881,-6.06,-1.17185483242847,NA,NA,NA,NA,NA,NA
7890,-6.31,-1.66857713256664,NA,NA,NA,NA,NA,NA
7898,-6.29,-1.62883934855559,NA,NA,NA,NA,NA,NA
7907,-6.43,-1.90700383663296,NA,NA,NA,NA,NA,NA
7910,NA,NA,NA,NA,NA,NA,-6.26,-1.91042789007009
7916,-6.31,-1.66857713256664,NA,NA,NA,NA,NA,NA
7924,-6.41,-1.86726605262191,NA,NA,NA,NA,NA,NA
7933,-6.4,-1.84739716061638,NA,NA,NA,NA,NA,NA
7942,-6.28,-1.60897045655006,NA,NA,NA,NA,NA,NA
7951,-6.19,-1.43015042850032,NA,NA,NA,NA,NA,NA
7959,-6.35,-1.74805270058875,NA,NA,NA,NA,NA,NA
7968,-6.3,-1.64870824056111,NA,NA,NA,NA,NA,NA
7977,-6.29,-1.62883934855559,NA,NA,NA,NA,NA,NA
7986,-6.33,-1.70831491657769,NA,NA,NA,NA,NA,NA
7994,-6.56,-2.16529943270481,NA,NA,NA,NA,NA,NA
8003,-6.33,-1.70831491657769,NA,NA,NA,NA,NA,NA
8010,NA,NA,NA,NA,NA,NA,-6.12,-1.77461729998397
8012,-6.44,-1.92687272863849,NA,NA,NA,NA,NA,NA
8020,-6.38,-1.80765937660533,NA,NA,NA,NA,NA,NA
8029,-6.36,-1.76792159259427,NA,NA,NA,NA,NA,NA
8038,-6.31,-1.66857713256664,NA,NA,NA,NA,NA,NA
8047,-6.32,-1.68844602457217,NA,NA,NA,NA,NA,NA
8055,-6.02,-1.09237926440636,NA,NA,NA,NA,NA,NA
8056,NA,NA,NA,NA,-8.59,-0.369759937982702,NA,NA
8064,-6.2,-1.45001932050584,NA,NA,NA,NA,NA,NA
8071,-6.03,-1.11224815641189,NA,NA,NA,NA,NA,NA
8078,-6,-1.05264148039531,NA,NA,NA,NA,NA,NA
8085,-6.07,-1.191723724434,NA,NA,NA,NA,NA,NA
8092,-6.02,-1.09237926440636,NA,NA,NA,NA,NA,NA
8099,-5.91,-0.873821452345567,NA,NA,NA,NA,NA,NA
8100,NA,NA,NA,NA,NA,NA,-5.54,-1.21197342677005
8106,-6.05,-1.15198594042294,NA,NA,NA,NA,NA,NA
8113,-5.98,-1.01290369638426,NA,NA,NA,NA,NA,NA
8120,-5.99,-1.03277258838978,NA,NA,NA,NA,NA,NA
8127,-5.93,-0.91355923635662,NA,NA,NA,NA,NA,NA
8134,-6.12,-1.29106818446163,NA,NA,NA,NA,NA,NA
8141,-5.89,-0.834083668334513,NA,NA,NA,NA,NA,NA
8148,-6.01,-1.07251037240083,NA,NA,NA,NA,NA,NA
8155,-5.77,-0.595656964268191,NA,NA,NA,NA,NA,NA
8162,-5.97,-0.993034804378727,NA,NA,NA,NA,NA,NA
8169,-5.99,-1.03277258838978,NA,NA,NA,NA,NA,NA
8175,NA,NA,NA,NA,NA,NA,-6.16,-1.81342032572286
8176,-6.03,-1.11224815641189,NA,NA,NA,NA,NA,NA
8183,-6.11,-1.2711992924561,NA,NA,NA,NA,NA,NA
8190,-6.01,-1.07251037240083,NA,NA,NA,NA,NA,NA
8196,-5.94,-0.933428128362148,NA,NA,NA,NA,NA,NA
8202,-6.03,-1.11224815641189,NA,NA,NA,NA,NA,NA
8208,-6.02,-1.09237926440636,NA,NA,NA,NA,NA,NA
8214,-6.15,-1.35067486047821,NA,NA,NA,NA,NA,NA
8220,-5.93,-0.91355923635662,NA,NA,NA,NA,NA,NA
8226,-6,-1.05264148039531,NA,NA,NA,NA,NA,NA
8230,NA,NA,NA,NA,NA,NA,-6.08,-1.73581427424508
8232,-5.99,-1.03277258838978,NA,NA,NA,NA,NA,NA
8238,-6.11,-1.2711992924561,NA,NA,NA,NA,NA,NA
8244,-6.13,-1.31093707646716,NA,NA,NA,NA,NA,NA
8250,-6.12,-1.29106818446163,NA,NA,NA,NA,NA,NA
8256,-6.11,-1.2711992924561,NA,NA,NA,NA,NA,NA
8262,-6.11,-1.2711992924561,NA,NA,NA,NA,NA,NA
8269,-5.96,-0.973165912373201,NA,NA,NA,NA,NA,NA
8270,NA,NA,NA,NA,NA,NA,-5.86,-1.52239763268118
8275,-6.04,-1.13211704841742,NA,NA,NA,NA,NA,NA
8281,-6.14,-1.33080596847268,NA,NA,NA,NA,NA,NA
8287,-6.23,-1.50962599652243,NA,NA,NA,NA,NA,NA
8293,-6.22,-1.4897571045169,NA,NA,NA,NA,NA,NA
8299,-6.3,-1.64870824056111,NA,NA,NA,NA,NA,NA
8305,-6.2,-1.45001932050584,NA,NA,NA,NA,-5.96,-1.61940519702841
8311,-6.25,-1.54936378053348,NA,NA,NA,NA,NA,NA
8317,-6.15,-1.35067486047821,NA,NA,NA,NA,NA,NA
8320,NA,NA,NA,NA,NA,NA,-5.97,-1.62910595346313
8323,-6.23,-1.50962599652243,NA,NA,NA,NA,NA,NA
8329,-6.13,-1.31093707646716,NA,NA,NA,NA,NA,NA
8335,-6.28,-1.60897045655006,NA,NA,NA,NA,NA,NA
8340,NA,NA,NA,NA,NA,NA,-5.98,-1.63880670989785
8340,NA,NA,NA,NA,NA,NA,-6.36,-2.00743545441731
8341,-6.28,-1.60897045655006,NA,NA,-8.46,-0.14669275064646,NA,NA
8347,-6.27,-1.58910156454453,NA,NA,NA,NA,NA,NA
8355,-6.33,-1.70831491657769,NA,NA,NA,NA,-6.12,-1.77461729998397
8362,-6.19,-1.43015042850032,NA,NA,NA,NA,NA,NA
8370,-6.06,-1.17185483242847,NA,NA,NA,NA,-6.32,-1.96863242867842
8377,-6.06,-1.17185483242847,NA,NA,NA,NA,NA,NA
8385,-6.16,-1.37054375248374,NA,NA,NA,NA,NA,NA
8393,-6.14,-1.33080596847268,NA,NA,NA,NA,NA,NA
8400,-6.24,-1.52949488852795,NA,NA,NA,NA,NA,NA
8405.5,NA,NA,NA,NA,NA,NA,-6.21,-1.86192410789647
8408,-6.03,-1.11224815641189,NA,NA,NA,NA,NA,NA
8410,NA,NA,NA,NA,NA,NA,-6.29,-1.93953015937425
8415,-6.15,-1.35067486047821,NA,NA,NA,NA,-6.43,-2.07534074946037
8420,NA,NA,NA,NA,NA,NA,-6.55,-2.19174982667704
8423,-6.16,-1.37054375248374,NA,NA,NA,NA,NA,NA
8425,NA,NA,NA,NA,NA,NA,-6.06,-1.71641276137563
8430,-6,-1.05264148039531,NA,NA,NA,NA,-6.13,-1.78431805641869
8435,NA,NA,NA,NA,NA,NA,-6.14,-1.79401881285341
8438,-6.36,-1.76792159259427,NA,NA,NA,NA,NA,NA
8440,NA,NA,NA,NA,NA,NA,-6.12,-1.77461729998397
8445,-6.28,-1.60897045655006,NA,NA,NA,NA,-6,-1.6582082227673
8450,NA,NA,NA,NA,NA,NA,-6.03,-1.68731049207147
8453,-6.18,-1.41028153649479,NA,NA,NA,NA,NA,NA
8455,NA,NA,NA,NA,NA,NA,-6.22,-1.8716248643312
8460,-6.14,-1.33080596847268,NA,NA,NA,NA,-6.1,-1.75521578711452
8465,NA,NA,NA,NA,NA,NA,-6.27,-1.92012864650481
8468,-6.05,-1.15198594042294,NA,NA,NA,NA,NA,NA
8470,NA,NA,NA,NA,NA,NA,-6.47,-2.11414377519926
8473,NA,NA,-6.26,-0.732130937342639,NA,NA,NA,NA
8475,-6.04,-1.13211704841742,NA,NA,NA,NA,NA,NA
8480,-6.19,-1.43015042850032,NA,NA,NA,NA,-6.16,-1.81342032572286
8484,-6.3,-1.64870824056111,NA,NA,NA,NA,NA,NA
8488,-6.31,-1.66857713256664,NA,NA,NA,NA,NA,NA
8490,NA,NA,NA,NA,NA,NA,-6.08,-1.73581427424508
8493,-6.29,-1.62883934855559,NA,NA,NA,NA,NA,NA
8497,-6.4,-1.84739716061638,NA,NA,NA,NA,NA,NA
8500,NA,NA,NA,NA,NA,NA,-6.14,-1.79401881285341
8501,-6.4,-1.84739716061638,NA,NA,NA,NA,NA,NA
8505,-6.44,-1.92687272863849,NA,NA,NA,NA,NA,NA
8510,-6.27,-1.58910156454453,NA,NA,NA,NA,-6.14,-1.79401881285341
8514,-6.37,-1.7877904845998,NA,NA,NA,NA,NA,NA
8518,-6.37,-1.7877904845998,NA,NA,NA,NA,NA,NA
8520,NA,NA,NA,NA,NA,NA,-6.03,-1.68731049207147
8522,-6.26,-1.569232672539,NA,NA,NA,NA,NA,NA
8527,-6.36,-1.76792159259427,NA,NA,NA,NA,NA,NA
8531,-6.48,-2.0063482966606,NA,NA,NA,NA,NA,NA
8535,-6.41,-1.86726605262191,NA,NA,NA,NA,-6.18,-1.8328218385923
8539,-6.43,-1.90700383663296,NA,NA,NA,NA,NA,NA
8544,-6.55,-2.14543054069928,NA,NA,NA,NA,NA,NA
8548,-6.53,-2.10569275668823,NA,NA,NA,NA,NA,NA
8550,NA,NA,NA,NA,NA,NA,-6.2,-1.85222335146175
8552,-6.47,-1.98647940465507,NA,NA,NA,NA,NA,NA
8557,-6.56,-2.16529943270481,NA,NA,NA,NA,NA,NA
8561,-6.48,-2.0063482966606,NA,NA,NA,NA,NA,NA
8565,-6.54,-2.12556164869376,NA,NA,NA,NA,-5.84,-1.50299611981173
8569,-6.57,-2.18516832471034,NA,NA,NA,NA,NA,NA
8574,-6.82,-2.68189062484851,NA,NA,NA,NA,NA,NA
8578,-6.97,-2.97992400493141,NA,NA,NA,NA,NA,NA
8580,NA,NA,NA,NA,NA,NA,-5.77,-1.43509082476867
8582,-6.83,-2.70175951685403,NA,NA,NA,NA,NA,NA
8586,-6.78,-2.6024150568264,NA,NA,NA,NA,NA,NA
8591,-6.72,-2.48320170479324,NA,NA,NA,NA,NA,NA
8595,-6.76,-2.56267727281535,NA,NA,NA,NA,NA,NA
8599,-6.86,-2.76136619287062,NA,NA,NA,NA,NA,NA
8600,NA,NA,NA,NA,NA,NA,-5.72,-1.38658704259506
8603,-6.58,-2.20503721671586,NA,NA,NA,NA,NA,NA
8608,-6.53,-2.10569275668823,NA,NA,NA,NA,NA,NA
8612,-6.48,-2.0063482966606,NA,NA,NA,NA,NA,NA
8616,-6.61,-2.26464389273244,NA,NA,NA,NA,NA,NA
8620,NA,NA,NA,NA,NA,NA,-5.74,-1.40598855546451
8621,-6.43,-1.90700383663296,NA,NA,NA,NA,NA,NA
8625,-6.24,-1.52949488852795,NA,NA,NA,NA,NA,NA
8629,-6.33,-1.70831491657769,NA,NA,NA,NA,NA,NA
8633,-6.26,-1.569232672539,NA,NA,NA,NA,NA,NA
8638,-6.4,-1.84739716061638,NA,NA,NA,NA,NA,NA
8640,NA,NA,NA,NA,NA,NA,-5.67,-1.33808326042145
8642,-6.29,-1.62883934855559,NA,NA,NA,NA,NA,NA
8646,-6.32,-1.68844602457217,NA,NA,NA,NA,NA,NA
8650,-6.07,-1.191723724434,NA,NA,NA,NA,NA,NA
8655,-6.31,-1.66857713256664,NA,NA,NA,NA,NA,NA
8659,-5.95,-0.953297020367675,NA,NA,NA,NA,NA,NA
8663,-6.31,-1.66857713256664,NA,NA,NA,NA,NA,NA
8664,NA,NA,NA,NA,-8.33,0.0763744366897854,NA,NA
8667,-6.11,-1.2711992924561,NA,NA,NA,NA,NA,NA
8670,NA,NA,NA,NA,NA,NA,-6.23,-1.88132562076592
8672,-6.38,-1.80765937660533,NA,NA,NA,NA,NA,NA
8676,-6.29,-1.62883934855559,NA,NA,NA,NA,NA,NA
8680,-6.32,-1.68844602457217,NA,NA,NA,NA,NA,NA
8684,-6.32,-1.68844602457217,NA,NA,NA,NA,NA,NA
8689,-6.46,-1.96661051264954,NA,NA,NA,NA,NA,NA
8693,-6.53,-2.10569275668823,NA,NA,NA,NA,NA,NA
8697,-6.57,-2.18516832471034,NA,NA,NA,NA,NA,NA
8706,-6.49,-2.02621718866612,NA,NA,NA,NA,NA,NA
8710,NA,NA,NA,NA,NA,NA,-6.04,-1.69701124850619
8714,-6.5,-2.04608608067165,NA,NA,NA,NA,NA,NA
8723,-6.32,-1.68844602457217,NA,NA,NA,NA,NA,NA
8731,-6.43,-1.90700383663296,NA,NA,NA,NA,NA,NA
